City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
135,port mathurin,-19.6833,-19.6833,25.91,81,33,5.6,MU,1701734048
136,acapulco de juarez,16.8634,16.8634,26.93,79,98,3.63,MX,1701734056
137,dawson creek,55.7666,55.7666,3.8,60,0,3.09,CA,1701734061
138,cabo san lucas,22.8909,22.8909,28.61,41,0,5.14,MX,1701733227
139,ust-nera,64.5667,64.5667,-46.75,98,79,2.25,RU,1701734077
140,khandyga,62.6667,62.6667,-50.94,100,56,0.14,RU,1701734093
141,westonaria,-26.3191,-26.3191,22.27,28,32,2.6,ZA,1701734106
142,tarauaca,-8.1614,-8.1614,23.13,98,100,1.2,BR,1701734119
143,okhotsk,59.3833,59.3833,-33.64,83,27,5.33,RU,1701734130
144,wilmore,37.862,37.862,5.72,91,79,2.27,US,1701734137
145,berwick-upon-tweed,55.7833,55.7833,6.67,90,100,12.17,GB,1701734143
146,ugoofaaru,5.6667,5.6667,28.7,74,80,6.69,MV,1701734151
147,callaway,30.153,30.153,17.19,81,100,1.34,US,1701734158
148,novodvinsk,64.4165,64.4165,-15.12,97,99,1.03,RU,1701734165
149,renqiu,38.6989,38.6989,1.56,41,1,1.06,CN,1701734169
150,lihue,21.9789,21.9789,26.77,71,20,7.2,US,1701734173
151,ko pha ngan,9.7578,9.7578,24.38,81,97,3.23,TH,1701734178
152,hobyo,5.3505,5.3505,25.78,69,55,9.87,SO,1701734186
153,pangody,65.85,65.85,-38.2,100,20,2.04,RU,1701734193
154,fort bragg,35.139,35.139,12.75,63,0,0.0,US,1701734198
155,haripur,34.0,34.0,9.86,28,0,3.09,PK,1701734207
156,fada,9.5667,9.5667,20.95,24,15,2.04,NG,1701734213
157,cole harbour,44.6724,44.6724,0.55,93,100,4.02,CA,1701734231
158,reggane,26.7158,26.7158,15.97,21,3,3.47,DZ,1701734237
159,goure,13.9835,13.9835,21.55,16,98,3.67,NE,1701734246
160,turkmenbasy,40.0222,40.0222,11.43,93,100,2.06,TM,1701734254
161,atar,20.5169,20.5169,22.49,28,26,1.9,MR,1701734260
162,roma,43.2128,43.2128,2.27,91,100,4.12,US,1701734264
163,kingston,17.997,17.997,29.53,76,40,7.2,JM,1701733983
164,kununurra,-15.7667,-15.7667,30.99,62,22,0.51,AU,1701733976
165,nakhon thai,17.1006,17.1006,21.92,89,93,1.21,TH,1701734279
166,iqaluit,63.7506,63.7506,-8.15,86,75,1.54,CA,1701734286
167,flying fish cove,-10.4217,-10.4217,25.82,83,100,5.66,CX,1701734302
168,morant bay,17.8815,17.8815,29.79,82,6,4.4,JM,1701734311
169,piacabucu,-10.4056,-10.4056,26.24,85,94,5.25,BR,1701734316
170,tiruchchendur,8.4833,8.4833,26.58,86,100,5.2,IN,1701734322
171,juegang,32.3174,32.3174,8.5,49,0,2.71,CN,1701734331
172,mopti,14.6667,14.6667,24.3,13,13,3.99,ML,1701734340
173,alice springs,-23.7,-23.7,33.75,17,0,3.6,AU,1701734077
174,island harbour,50.724,50.724,6.79,94,100,2.24,GB,1701734352
175,harper,4.375,4.375,26.46,86,4,3.05,LR,1701734358
176,dryden,49.7833,49.7833,-0.84,80,100,0.0,CA,1701734364
177,palikir - national government center,6.9248,6.9248,25.41,100,100,2.06,FM,1701734370
178,banda aceh,5.5577,5.5577,26.01,86,100,1.78,ID,1701734376
179,northam,51.0333,51.0333,10.37,89,99,12.55,GB,1701734382
180,saint-pierre,-21.3393,-21.3393,22.82,64,100,1.54,RE,1701734387
181,faya-largeau,17.9257,17.9257,22.42,14,9,5.32,TD,1701734393
182,ilulissat,69.2167,69.2167,-15.49,92,88,2.32,GL,1701734400
183,mccook,40.2019,40.2019,7.25,72,83,4.63,US,1701734407
184,mar del plata,-38.0023,-38.0023,15.53,66,0,8.94,AR,1701734400
185,campo ramon,-27.4611,-27.4611,19.85,90,96,3.04,AR,1701734423
186,anastacio,-20.4836,-20.4836,23.55,95,100,1.26,BR,1701734441
187,qamdo,31.1667,31.1667,-6.17,93,100,1.69,CN,1701734448
188,benghazi,32.1167,32.1167,18.49,72,17,8.17,LY,1701734226
189,happy valley-goose bay,53.3168,53.3168,-12.83,78,20,3.09,CA,1701734459
190,saldanha,-33.0117,-33.0117,16.03,80,37,7.52,ZA,1701734271
191,rongelap,11.1635,11.1635,27.73,72,75,8.59,MH,1701734466
192,vilyuysk,63.7553,63.7553,-42.22,99,59,1.79,RU,1701734470
193,fortuna,40.5982,40.5982,16.63,90,100,6.17,US,1701734473
194,kulhudhuffushi,6.6221,6.6221,28.67,73,100,6.97,MV,1701734476
195,aleksandrovsk-sakhalinskiy,50.8975,50.8975,-6.91,84,96,2.3,RU,1701734479
196,shiqian,27.5225,27.5225,9.89,91,19,0.63,CN,1701734482
197,luderitz,-26.6481,-26.6481,15.35,73,0,8.27,NA,1701734486
198,smithers,54.7804,54.7804,1.18,100,100,4.63,CA,1701734321
199,red hill,33.9996,33.9996,14.36,60,83,2.79,US,1701734492
200,boa vista,2.8197,2.8197,30.99,48,0,3.09,BR,1701734325
201,oranjemund,-28.55,-28.55,15.35,87,1,5.95,NA,1701734497
202,la ronge,55.1001,55.1001,-5.86,86,75,2.57,CA,1701734499
203,susuman,62.7833,62.7833,-42.79,100,99,0.89,RU,1701734502
204,vilyuchinsk,52.9306,52.9306,-3.85,85,61,0.49,RU,1701734506
205,port blair,11.6667,11.6667,25.02,88,100,2.57,IN,1701734509
206,san juanito,28.0,28.0,10.22,23,0,2.84,MX,1701734512
207,greenville,35.6127,35.6127,11.09,81,0,0.0,US,1701734278
208,hasaki,35.7333,35.7333,5.22,54,100,4.81,JP,1701734517
209,kalkaman,51.9525,51.9525,-3.08,96,100,7.28,KZ,1701734519
210,qaqortoq,60.7167,60.7167,-5.92,70,100,4.43,GL,1701734522
211,kill devil hills,36.0307,36.0307,14.43,81,0,1.54,US,1701734525
212,akureyri,65.6835,65.6835,-13.04,85,0,2.57,IS,1701734528
213,sao vicente,-23.9631,-23.9631,26.1,26,82,2.04,BR,1701734530
214,al hasakah,36.5024,36.5024,13.39,53,86,2.17,SY,1701734533
215,meadow lake,34.8014,34.8014,11.49,44,22,3.46,US,1701734534
216,pudozh,61.8099,61.8099,-17.9,100,89,0.83,RU,1701734537
217,sweet home,44.3976,44.3976,16.88,91,100,0.45,US,1701734541
218,san patricio,28.017,28.017,19.19,48,94,2.21,US,1701734544
219,san andres,12.5847,12.5847,29.01,79,40,5.14,CO,1701734547
220,rakszawa,50.1605,50.1605,-2.34,86,98,3.6,PL,1701734553
221,tromso,69.6496,69.6496,-3.99,86,40,1.03,NO,1701734558
222,juneau,58.3019,58.3019,3.39,100,100,3.36,US,1701734496
223,kone,-21.0595,-21.0595,32.27,47,100,1.21,NC,1701734565
224,barra de santo antonio,-9.4047,-9.4047,25.6,85,98,4.77,BR,1701734568
225,hamilton,39.1834,39.1834,5.69,83,75,3.09,US,1701734447
226,belle fourche,44.6714,44.6714,6.16,26,11,11.12,US,1701734572
227,jiangyou,31.7667,31.7667,9.2,86,99,1.63,CN,1701734575
228,badiyah,22.45,22.45,19.77,45,29,1.08,OM,1701734577
229,al ghayzah,16.2079,16.2079,24.78,64,27,2.02,YE,1701734580
230,petropavlovsk-kamchatsky,53.0452,53.0452,-4.67,81,75,3.58,RU,1701734582
231,tabou,4.423,4.423,26.43,86,2,3.0,CI,1701734584
232,tara,56.8944,56.8944,-15.8,95,100,4.99,RU,1701734586
233,uturoa,-16.7333,-16.7333,26.86,79,100,7.69,PF,1701734589
234,arauca,7.0847,7.0847,27.98,78,0,0.0,CO,1701734592
235,porto novo,6.4965,6.4965,27.9,85,0,2.29,BJ,1701734594
236,punta arenas,-53.15,-53.15,13.06,67,75,7.72,CL,1701734592
237,iskateley,67.6803,67.6803,-26.1,93,17,4.02,RU,1701734597
238,broome,42.2506,42.2506,4.7,87,100,3.6,US,1701734599
239,yinchuan,38.4681,38.4681,2.29,33,35,2.52,CN,1701734600
240,severo-yeniseyskiy,60.3725,60.3725,-28.57,99,100,1.79,RU,1701734601
241,mount isa,-20.7333,-20.7333,34.87,28,38,4.12,AU,1701734507
242,mount pearl,47.5166,47.5166,0.64,96,100,6.17,CA,1701734307
243,vorgashor,67.5833,67.5833,-28.0,94,5,2.43,RU,1701734607
244,necochea,-38.5473,-38.5473,11.57,67,0,5.29,AR,1701734609
245,hovd,48.0056,48.0056,-8.93,50,59,3.44,MN,1701734611
246,antsiranana,-12.2787,-12.2787,24.76,82,22,5.33,MG,1701734612
247,pahrump,36.2083,36.2083,17.92,31,100,2.24,US,1701734613
248,kodinsk,58.6881,58.6881,-22.53,93,100,4.54,RU,1701734615
249,lompoc,34.6391,34.6391,22.79,61,20,3.13,US,1701734616
250,dailekh,28.8333,28.8333,10.86,74,0,2.64,NP,1701734618
251,anadyr,64.75,64.75,-18.72,84,40,8.0,RU,1701734483
252,andrews,32.3187,32.3187,16.22,27,0,3.09,US,1701734598
253,ulsteinvik,62.3432,62.3432,-0.94,83,73,3.13,NO,1701734623
254,villamontes,-21.25,-21.25,20.18,78,100,1.92,BO,1701734625
255,sola,-13.8833,-13.8833,27.05,83,99,5.65,VU,1701734628
256,stanley,54.868,54.868,5.43,94,75,4.12,GB,1701734629
257,egilsstadir,65.2653,65.2653,-12.05,92,75,2.06,IS,1701734632
258,whakatane,-37.9585,-37.9585,17.47,71,100,4.59,NZ,1701734635
259,coahuayana de hidalgo,18.7,18.7,25.95,69,100,2.03,MX,1701734637
260,suva,-18.1416,-18.1416,29.71,74,75,4.63,FJ,1701734356
261,wotho,10.1657,10.1657,27.87,76,87,9.67,MH,1701734642
262,katsuura,35.1333,35.1333,14.64,62,100,2.96,JP,1701734645
263,weno,7.4515,7.4515,30.97,66,20,4.12,FM,1701734646
264,colonia,50.9333,50.9333,4.21,90,75,4.12,DE,1701734529
265,calama,-22.4667,-22.4667,23.27,10,0,11.32,CL,1701734453
266,massakory,12.996,12.996,25.69,12,100,5.34,TD,1701734653
267,belmonte,-15.8631,-15.8631,26.08,84,6,5.15,BR,1701734656
268,kamen'-rybolov,44.7481,44.7481,-6.92,88,5,1.4,RU,1701734659
269,kerikeri,-35.2268,-35.2268,19.39,93,100,0.69,NZ,1701734661
270,harrisonville,38.6533,38.6533,9.1,61,0,2.06,US,1701734663
271,nueva gerona,21.8833,21.8833,26.64,64,14,2.77,CU,1701734665
272,qandala,11.472,11.472,24.97,65,55,1.69,SO,1701734667
273,al kharijah,25.4514,25.4514,18.2,36,0,3.32,EG,1701734670
274,villa del prado,40.2692,40.2692,9.34,86,17,0.62,ES,1701734672
275,carutapera,-1.195,-1.195,25.74,82,43,3.11,BR,1701734674
276,jutai,-5.1833,-5.1833,23.21,93,87,1.25,BR,1701734676
277,southside,33.9245,33.9245,11.95,60,0,2.57,US,1701734678
278,dudinka,69.4058,69.4058,-30.74,98,98,0.89,RU,1701734680
279,okha,53.5739,53.5739,-11.26,86,39,5.09,RU,1701734682
280,howard springs,-12.497,-12.497,33.26,75,85,0.65,AU,1701734684
281,chegdomyn,51.1167,51.1167,-14.87,92,99,0.2,RU,1701734686
282,savanna-la-mar,18.219,18.219,27.97,84,59,1.9,JM,1701734689
283,hithadhoo,-0.6,-0.6,26.87,75,90,0.76,MV,1701734691
284,polyarnyye zori,67.3661,67.3661,-10.01,98,100,0.89,RU,1701734489
285,na wa,17.4897,17.4897,22.02,83,84,1.7,TH,1701734694
286,stornoway,58.2093,58.2093,1.98,87,75,0.51,GB,1701734696
287,cody,44.5263,44.5263,4.12,68,100,0.0,US,1701734698
288,macheng,31.1783,31.1783,8.6,48,16,0.58,CN,1701734700
289,mariehamn,60.0973,60.0973,-3.99,93,100,0.51,AX,1701734705
290,celakovice,50.1604,50.1604,-2.38,86,100,1.54,CZ,1701734707
291,khenifra,32.9333,32.9333,11.63,50,65,1.21,MA,1701734709
292,pimenta bueno,-11.6725,-11.6725,23.16,93,99,1.42,BR,1701734711
293,kyshtovka,56.555,56.555,-17.03,94,100,4.02,RU,1701734713
294,sibiti,-3.6819,-3.6819,20.72,99,100,1.02,CG,1701734715
295,sisimiut,66.9395,66.9395,-6.71,80,100,2.93,GL,1701734717
296,inarajan village,13.2736,13.2736,27.54,90,88,8.11,GU,1701734720
297,jining,35.405,35.405,5.41,46,0,1.99,CN,1701734722
298,san antonio de pale,-1.4014,-1.4014,26.56,83,98,3.37,GQ,1701734668
299,atafu village,-8.5421,-8.5421,29.17,76,83,5.88,TK,1701734726
300,tobelo,1.7284,1.7284,28.46,71,14,0.54,ID,1701734728
301,el granada,37.5027,37.5027,19.24,79,0,4.63,US,1701734731
302,tindouf,27.6711,27.6711,16.25,41,0,3.09,DZ,1701734733
303,santiago de cao,-7.9589,-7.9589,20.07,83,40,3.6,PE,1701734735
304,opuwo,-18.0607,-18.0607,22.71,71,100,1.15,NA,1701734529
305,quellon,-43.1167,-43.1167,11.24,88,47,4.44,CL,1701734747
306,geraldton,-28.7667,-28.7667,22.23,64,83,6.17,AU,1701734344
307,touros,-5.1989,-5.1989,26.6,81,51,5.62,BR,1701734751
308,aberdeen,57.1437,57.1437,3.54,93,100,2.57,GB,1701734217
309,pisco,-13.7,-13.7,20.03,83,0,5.66,PE,1701734757
310,labuan,5.2767,5.2767,26.2,94,20,0.0,MY,1701734759
311,sabha,27.0377,27.0377,12.87,60,0,3.94,LY,1701734761
312,fale old settlement,-9.3852,-9.3852,28.86,76,89,5.73,TK,1701734763
313,alfredo v. bonfil,21.0833,21.0833,26.71,78,75,0.0,MX,1701734569
314,ronneby,56.21,56.21,-3.72,100,20,4.12,SE,1701734768
315,sao jose da tapera,-9.5583,-9.5583,26.48,72,96,5.41,BR,1701734771
316,newnham,-41.3833,-41.3833,21.59,56,92,4.12,AU,1701734773
317,dien bien phu,21.3833,21.3833,18.8,100,90,0.64,VN,1701734775
318,benguela,-12.5763,-12.5763,25.71,80,97,2.29,AO,1701734777
319,callao,-12.0667,-12.0667,22.07,77,75,4.12,PE,1701734780
320,woolgoolga,-30.1106,-30.1106,27.25,67,0,3.62,AU,1701734782
321,oulad teima,30.3947,30.3947,15.6,45,100,2.61,MA,1701734785
322,kenema,7.8767,7.8767,23.4,86,52,0.53,SL,1701734787
323,ancud,-41.8697,-41.8697,12.28,82,15,1.08,CL,1701734790
324,ta`u,-14.2336,-14.2336,27.24,81,40,8.04,AS,1701734792
325,aktau,43.65,43.65,8.32,82,100,2.42,KZ,1701734642
326,ratnagiri,16.9833,16.9833,24.44,63,100,1.99,IN,1701734795
327,luga,58.7372,58.7372,-17.33,100,98,0.74,RU,1701734797
328,hilo,19.7297,19.7297,26.85,78,0,4.63,US,1701734674
329,san german,18.0816,18.0816,27.05,60,69,0.45,PR,1701734800
330,nacala,-14.5428,-14.5428,24.67,81,79,0.54,MZ,1701734802
331,el calafate,-50.3408,-50.3408,12.54,73,71,5.45,AR,1701734803
332,yanykurgan,43.915,43.915,8.28,66,27,1.91,KZ,1701734806
333,arroyito,-31.4202,-31.4202,18.39,49,99,3.94,AR,1701734810
334,arish,31.1316,31.1316,20.55,75,15,0.99,EG,1701734812
335,kalach-na-donu,48.691,48.691,-0.73,74,100,3.71,RU,1701734814
336,camana,-16.6228,-16.6228,20.08,82,90,3.11,PE,1701734817
337,tralee,52.2704,52.2704,5.15,80,12,3.29,IE,1701734819
338,st. john's,47.5649,47.5649,1.1,96,100,6.17,CA,1701734667
339,chipinge,-20.1883,-20.1883,16.01,59,1,1.5,ZW,1701734822
340,val-d'or,48.1002,48.1002,-9.65,93,99,2.98,CA,1701734824
341,amga,60.8953,60.8953,-49.54,100,68,0.97,RU,1701734826
342,swakopmund,-22.6833,-22.6833,17.21,79,38,0.89,NA,1701734828
343,aguas formosas,-17.0822,-17.0822,25.7,64,52,1.15,BR,1701734792
344,porecatu,-22.7558,-22.7558,24.45,85,96,1.22,BR,1701734723
345,fiambala,-27.6871,-27.6871,19.35,56,0,2.7,AR,1701734834
346,barra,-11.0894,-11.0894,25.66,66,1,3.15,BR,1701734836
347,piranshahr,36.701,36.701,6.13,31,21,2.59,IR,1701734838
348,nanzhang chengguanzhen,31.7839,31.7839,10.81,67,64,0.84,CN,1701734840
349,wynyard,-41.0,-41.0,18.68,61,100,3.91,AU,1701734842
350,lata,40.1629,40.1629,6.15,89,86,0.77,PT,1701734844
351,yulinshi,38.2906,38.2906,0.43,42,0,2.64,CN,1701734847
352,mokhsogollokh,61.4681,61.4681,-45.99,100,82,1.18,RU,1701734850
353,murun-kuren,49.6342,49.6342,-13.14,59,19,10.81,MN,1701734853
354,remire-montjoly,4.9167,4.9167,27.02,89,0,1.03,GF,1701734855
355,dunedin,-45.8742,-45.8742,11.56,84,86,2.68,NZ,1701734859
356,churachandpur,24.3333,24.3333,15.59,67,100,1.12,IN,1701734602
357,kolondieba,11.0882,11.0882,24.32,23,71,2.08,ML,1701734865
358,qianzhou,28.3167,28.3167,10.2,92,6,0.27,CN,1701734869
359,strathmore,51.0501,51.0501,2.54,52,97,3.29,CA,1701734874
360,nar'yan-mar,67.6713,67.6713,-26.05,93,18,4.02,RU,1701734876
361,nadi,-17.8,-17.8,31.0,62,40,6.17,FJ,1701734878
362,garachico,28.7781,28.7781,18.06,73,75,1.54,ES,1701734880
363,ayaviri,-14.8864,-14.8864,6.7,88,94,2.28,PE,1701734536
364,pestravka,52.405,52.405,-7.36,90,82,3.86,RU,1701734885
365,filadelfia,39.9523,39.9523,8.49,68,0,2.57,US,1701734810
366,paita,-5.0892,-5.0892,20.74,82,49,5.67,PE,1701734890
367,naze,28.3667,28.3667,18.51,81,71,7.38,JP,1701734894
